ts,HE282_lw,HE283_lw,HE284_lw,HE285_lw,HE286_lw,HE287_lw,HE288_lw,HN119_lw,HN141_lw,HN151_lw,HN152_lw,HN153_lw,HN161_lw,HN162_lw,HN164_lw,HVO_lw,HVT_lw,MLO_lw,HE282_rh,HE283_rh,HE284_rh,HE285_rh,HE286_rh,HE287_rh,HE288_rh,HN119_rh,HN141_rh,HN151_rh,HN152_rh,HN153_rh,HN161_rh,HN162_rh,HN164_rh,HVO_rh,HVT_rh,MLO_rh,HE282_tmin,HE283_tmin,HE284_tmin,HE285_tmin,HE286_tmin,HE287_tmin,HN119_tmin,HN141_tmin,HN151_tmin,HN152_tmin,HN153_tmin,HN161_tmin,HN162_tmin,HN164_tmin,HVO_tmin,HVT_tmin,MLO_tmin,HE282_tmax,HE283_tmax,HE284_tmax,HE285_tmax,HE286_tmax,HE287_tmax,HN119_tmax,HN141_tmax,HN151_tmax,HN152_tmax,HN153_tmax,HN161_tmax,HN162_tmax,HN164_tmax,HVO_tmax,HVT_tmax,MLO_tmax
1990-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,78.5,,56.113,27.991,13.222,,,,,,,,,,,,,13.19,,6.755,9.295,,,,,,,4.4,,,,,,,22.18,,14.63,17.96,,,,,,,
1990-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,81.012,,69.054,44.181,24.537,,,,,,,,,,,,,13.35,,5.708,7.842,,,,,,,4.2,,,,,,,22.99,,13.78,14.26,,,,,,,
1990-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,85.433,,89.021,80.566,57.289,,,,,,,,,,,,,13.9,,7.911,6.386,,,,,,,,,,,,,,22.17,,13.09,12.75,,,,,,,
1990-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,81.79,,81.154,45.79,17.953,,,,,,,,,,,,,13.46,,5.23,5.38,,,,,,,,,,,,,,23.21,,14.85,14.08,,,,,,,
1990-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,76.541,,74.854,51.675,32.996,,,,,,,,,,,,,13.11,,4.886,7.804,,,,,,,4.0,,,,,,,21.78,,12.77,13.94,,,,,,,
1990-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,83.112,,72.375,69.887,49.215,,,,,,,,,,,,,14.46,,9.017,6.248,,,,,,,,,,,,,,23.72,,15.93,13.87,,,,,,,
1990-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,83.066,,70.821,65.574,67.402,,,,,,,,,,,,,13.57,,8.669,5.888,,,,,,,1.8,,,,,,,21.82,,14.5,13.73,,,,,,,
1990-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,83.51,,91.254,91.095,83.33,,,,,,,,,,,,,13.47,,8.089,5.268,,,,,,,1.2,,,,,,,22.11,,12.82,11.23,,,,,,,
1990-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,89.249,,92.579,79.13,71.373,,,,,,26.5,,,,,,,14.32,,8.737,5.568,,,,,,,2.0,,,,,,,21.38,,13.71,12.9,,,,,,,
1990-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,84.129,,73.25,43.668,27.05,,,,,,22.375,,,,,,,13.39,,6.078,7.305,,,,,,,3.2,,,,,,,21.86,,15.39,14.27,,,,,,,
1990-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,75.554,,61.038,50.796,32.803,,,,,,36.583,,,,,,,13.92,,7.143,8.138,,,,,,,4.1,,,,,,,23.24,,14.41,14.13,,,,,,,
1990-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,70.955,,70.879,57.688,45.982,,,,,,,,,,,,,13.28,,6.46,7.999,,,,,,,,,,,,,,23.76,,13.57,12.78,,,,,,,
1990-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,82.272,,88.383,81.677,64.291,,,,,,55.542,,,,,,,14.79,,8.136,6.981,,,,,,,1.4,,,,,,,22.16,,14.24,13.9,,,,,,,
1990-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,75.759,,68.383,56.598,43.318,,,,,,46.167,,,,,,,14.67,,8.098,7.016,,,,,,,1.6,,,,,,,23.4,,16.71,15.76,,,,,,,
1990-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,80.694,,38.046,25.138,21.488,,,,,,5.9167,,,,,,,13.36,,10.34,8.638,,,,,,,4.0,,,,,,,21.68,,19.79,16.69,,,,,,,
1990-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,86.009,,37.742,28.099,27.026,,,,,,13.208,,,,,,,14.56,,12.24,9.833,,,,,,,3.8,,,,,,,22.45,,19.44,18.18,,,,,,,
1990-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,83.839,,56.654,37.185,32.602,,,,,,,,,,,,,14.32,,10.17,10.54,,,,,,,,,,,,,,23.46,,18.92,18.45,,,,,,,
1990-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,86.718,,44.188,30.721,33.221,,,,,,31.333,,,,,,,14.12,,12.23,11.26,,,,,,,6.3,,,,,,,23.28,,20.04,19.04,,,,,,,
1990-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,88.498,,49.142,40.733,,,,,,,35.875,,,,,,,15.73,,13.71,,,,,,,,4.2,,,,,,,22.21,,17.29,,,,,,,,
1990-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,86.791,,30.575,27.442,28.427,,,,,,35.167,,,,,,,14.87,,16.03,11.7,9.266,,,,,,5.0,,,,,,,23.14,,21.25,20.09,16.44,,,,,,
1990-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,90.329,,25.937,33.025,34.253,,,,,,41.875,,,,,,,15.57,,14.68,11.55,8.76,,,,,,5.4,,,,,,,22.86,,22.7,20.59,15.25,,,,,,14.9
1990-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,84.797,,20.421,20.509,20.074,,,,,,26.083,,,,,,,14.02,,14.6,11.53,8.782,,,,,,4.4,,,,,,,22.96,,,18.57,15.0,,,,,,14.2
1990-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,86.707,,28.633,15.647,13.843,,,,,,,,,,,,,13.95,,13.24,12.88,8.674,,,,,,4.4,,,,,,,22.18,,23.39,19.74,16.63,,,,,,14.8
1990-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,82.417,,40.196,14.416,13.53,,,,,,,,,,,,,15.91,,12.43,11.35,8.61,,,,,,4.8,,,,,,,22.36,,,19.35,15.49,,,,,,15.4
1990-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,83.501,,78.046,22.458,16.449,,,,,,16.25,,,,,,,14.82,,9.264,10.17,7.79,,,,,,5.4,,,,,,,20.7,,15.89,19.21,16.94,,,,,,15.5
1990-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,83.642,,76.637,22.281,19.806,,,,,,15.917,,,,,,,14.99,,8.14,10.6,7.305,,,,,,4.0,,,,,,,21.49,,15.04,19.35,14.8,,,,,,14.3
1990-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,82.987,,84.038,49.608,32.312,,,,,,27.375,,,,,,,14.94,,6.753,9.227,6.025,,,,,,3.1,,,,,,,22.62,,15.52,15.4,13.01,,,,,,
1990-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,85.458,,41.804,37.677,36.401,,,,,,36.542,,,,,,,14.64,,9.603,9.794,6.568,,,,,,4.0,,,,,,,23.31,,21.97,17.69,13.8,,,,,,13.5
1990-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,83.06,,35.425,31.856,27.763,,,,,,17.75,,,,,,,14.26,,11.09,8.786,6.784,,,,,,2.0,,,,,,,23.75,,18.53,16.12,12.51,,,,,,16.4
1990-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,77.607,,28.888,19.604,17.501,,,,,,23.292,,,,,,,13.82,,8.991,11.06,7.655,,,,,,7.6,,,,,,,22.69,,20.86,18.33,14.6,,,,,,14.9
1990-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,84.267,,33.404,21.414,13.603,,,,,,27.042,,,,,,,15.3,,12.14,10.71,7.702,,,,,,7.2,,,,,,,22.4,,20.5,19.79,16.55,,,,,,15.3
1990-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,80.648,,18.729,18.243,14.886,,,,,,13.375,,,,,,,14.79,,11.13,10.23,7.256,,,,,,6.6,,,,,,,22.13,,21.69,19.77,15.45,,,,,,
1990-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,78.324,,48.517,25.475,17.902,,,,,,13.958,,,,,,,14.54,,11.29,10.26,7.709,,,,,,5.7,,,,,,,23.94,,20.07,18.59,15.0,,,,,,
1990-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,81.349,,79.279,54.855,46.273,,,,,,16.125,,,,,,,15.13,,9.376,6.869,4.323,,,,,,3.6,,,,,,,24.12,,16.92,16.68,13.59,,,,,,
1990-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,80.179,,87.625,65.251,58.57,,,,,,17.208,,,,,,,14.66,,9.218,7.226,4.911,,,,,,2.6,,,,,,,24.4,,13.85,13.98,10.75,,,,,,
1990-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,94.228,,95.571,96.396,98.253,,,,,,,,,,,,,15.15,,10.08,7.057,4.737,,,,,,2.7,,,,,,,20.51,,14.7,11.98,8.623,,,,,,
1990-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,87.184,,82.079,73.282,66.85,,,,,,17.667,,,,,,,14.68,,10.09,7.064,4.299,,,,,,3.8,,,,,,,22.99,,15.69,13.96,11.12,,,,,,
1990-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,81.865,,88.904,,67.748,,,,,,,,,,,,,14.68,,8.841,6.564,4.02,,,,,,,,,,,,,22.52,,13.8,11.92,8.37,,,,,,
1990-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,86.393,,88.229,,73.468,,,,,,,,,,,,,14.67,,8.486,5.741,3.674,,,,,,,,,,,,,21.54,,14.43,12.39,8.76,,,,,,
1990-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,86.83,,92.458,,93.177,,,,,,45.667,,,,,,,15.69,,10.04,7.998,4.883,,,,,,6.4,,,,,,,21.92,,14.73,12.82,10.01,,,,,,
1990-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,87.402,,64.037,,66.692,,,,,,66.542,,,,,,,16.26,,11.09,9.605,8.074,,,,,,6.2,,,,,,,23.33,,18.91,16.29,12.58,,,,,,
1990-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,84.05,,43.742,,19.272,,,,,,28.375,,,,,,,15.26,,13.67,11.48,9.427,,,,,,7.3,,,,,,,22.64,,18.41,21.0,17.58,,,,,,
1990-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,86.231,,55.821,,14.23,,,,,,30.708,,,,,,,14.21,,10.38,13.0,11.74,,,,,,7.0,,,,,,,21.55,,17.21,21.25,17.16,,,,,,
1990-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,82.319,,66.446,,13.746,,,,,,,,,,,,,14.87,,8.527,12.05,9.903,,,,,,,,,,,,,21.83,,15.14,16.56,15.14,,,,,,
1990-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,79.17,,70.896,,6.9346,,,,,,20.875,,,,,,,14.15,,8.888,9.478,9.574,,,,,,8.0,,,,,,,23.74,,15.95,18.72,15.45,,,,,,
1990-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,74.825,,63.796,,21.025,,,,,,30.5,,,,,,,13.24,,8.24,11.2,9.285,,,,,,7.1,,,,,,,22.01,,15.38,18.35,15.61,,,,,,
1990-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,79.907,,71.733,,28.937,,,,,,34.625,,,,,,,15.38,,8.083,10.83,9.27,,,,,,8.1,,,,,,,24.34,,15.93,14.62,16.09,,,,,,
1990-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,81.906,,42.462,,25.732,,,,,,18.25,,,,,,,15.06,,11.3,12.14,8.581,,,,,,6.7,,,,,,,24.1,,19.57,20.22,16.29,,,,,,
1990-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,84.497,,46.812,,47.247,,,,,,,,,,,,,14.93,,13.85,11.1,7.799,,,,,,,,,,,,,23.8,,20.42,17.35,13.55,,,,,,
1990-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,83.731,,46.329,,39.531,,,,,,29.083,,,,,,,15.0,,12.4,10.68,7.835,,,,,,4.6,,,,,,,24.24,,19.62,18.24,14.41,,,,,,
1990-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,81.571,,47.567,,51.255,,,,,,62.083,,,,,,,14.86,,11.93,9.626,6.419,,,,,,3.3,,,,,,,24.37,,18.81,17.56,12.78,,,,,,10.7
1990-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,83.559,,57.625,,50.136,,,,,,,,,,,,,15.7,,12.18,10.07,6.859,,,,,,,,,,,,,22.95,,,16.44,14.74,,,,,,
1990-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,86.025,,38.508,,43.743,,,,,,59.333,,,,,,,14.87,,14.32,10.73,6.982,,,,,,3.5,,,,,,,23.77,,21.95,19.04,14.54,,,,,,11.9
1990-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,86.402,,36.508,,37.655,,,,,,55.417,,,,,,,15.12,,11.58,9.71,6.705,,,,,,1.7,,,,,,,22.9,,,17.54,13.07,,,,,,10.8
1990-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,80.309,,38.904,,40.587,,,,,,41.5,,,,,,,13.8,,11.58,7.997,6.16,,,,,,1.9,,,,,,,23.62,,18.83,15.91,12.12,,,,,,11.1
1990-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,72.328,,48.625,,38.781,,,,,,,,,,,,,13.19,,9.83,6.818,4.47,,,,,,,,,,,,,24.33,,16.83,14.25,10.8,,,,,,
1990-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,80.465,,63.704,,64.688,,,,,,26.208,,,,,,,14.3,,6.85,5.892,3.448,,,,,,2.1,,,,,,,22.54,,14.48,11.68,9.589,,,,,,
1990-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,83.604,,87.067,,80.304,,,,,,,,,,,,,14.77,,7.948,7.251,3.918,,,,,,,,,,,,,23.46,,14.94,15.15,11.36,,,,,,
1990-07-09,,,,,,,,,,,,,,,,,,,,,,,,,,87.296,,71.475,,55.405,,,,,,34.0,,,,,,,15.79,,7.821,8.67,5.687,,,,,,4.0,,,,,,,23.18,,18.19,15.31,12.26,,,,,,14.1
1990-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,82.035,,61.458,56.456,54.337,,,,,,32.958,,,,,,,14.74,,9.476,8.214,5.281,,,,,,4.8,,,,,,,23.54,,16.72,15.56,11.06,,,,,,12.3
1990-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,78.432,,57.471,49.01,38.465,,,,,,25.833,,,,,,,13.97,,9.166,8.894,5.75,,,,,,4.3,,,,,,,23.85,,17.83,16.07,12.53,,,,,,14.0
1990-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,85.086,,87.767,75.908,50.888,,,,,,,,,,,,,14.5,,8.406,7.757,6.829,,,,,,,,,,,,,22.04,,14.27,14.34,11.85,,,,,,
1990-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,81.304,,83.442,54.888,21.082,,,,,,30.542,,,,,,,15.54,,6.912,6.866,5.671,,,,,,3.0,,,,,,,22.51,,15.67,15.27,13.24,,,,,,
1990-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,83.51,,91.179,73.887,35.601,,,,,,,,,,,,,15.28,,6.684,7.25,6.169,,,,,,,,,,,,,21.98,,13.87,12.32,13.3,,,,,,
1990-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,85.771,,84.133,64.855,41.379,,,,,,,,,,,,,15.32,,6.692,7.395,6.261,,,,,,1.2,,,,,,,22.96,,16.04,13.46,12.07,,,,,,
1990-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,82.368,,62.858,50.64,46.528,,,,,,,,,,,,,14.76,,9.763,8.1,5.748,,,,,,,,,,,,,24.54,,15.8,14.33,12.24,,,,,,
1990-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,83.485,,70.937,61.239,63.281,,,,,,36.458,,,,,,,15.09,,11.43,8.911,5.306,,,,,,1.8,,,,,,,24.62,,17.95,16.24,12.35,,,,,,
1990-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,83.346,,63.188,58.645,58.042,,,,,,53.375,,,,,,,15.94,,11.41,8.003,4.93,,,,,,4.6,,,,,,,24.45,,18.22,16.44,12.74,,,,,,
1990-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,83.812,,70.821,64.385,68.163,,,,,,,,,,,,,15.35,,9.415,9.226,5.284,,,,,,4.3,,,,,,,23.49,,16.94,14.82,11.8,,,,,,
1990-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,92.363,,86.392,80.098,83.286,,,,,,,,,,,,,16.61,,9.354,8.591,7.388,,,,,,3.5,,,,,,,20.83,,14.35,13.98,11.54,,,,,,
1990-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,93.399,,97.3,90.682,82.049,,,,,,82.292,,,,,,,16.29,,8.896,8.378,6.956,,,,,,2.1,,,,,,,20.88,,13.81,11.74,10.49,,,,,,
1990-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,86.253,,85.454,53.973,35.331,,,,,,,,,,,,,15.42,,5.976,6.142,6.424,,,,,,,,,,,,,22.98,,14.73,17.7,13.97,,,,,,
1990-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,85.388,,77.013,55.941,55.896,,,,,,18.708,,,,,,,14.61,,6.886,8.44,5.868,,,,,,4.0,,,,,,,22.27,,17.59,16.68,11.86,,,,,,
1990-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,85.818,,66.375,51.184,49.823,,,,,,27.667,,,,,,,15.14,,8.859,6.196,4.577,,,,,,4.9,,,,,,,23.2,,17.07,16.2,13.14,,,,,,
1990-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,85.338,,38.317,29.851,34.049,,,,,,16.667,,,,,,,14.87,,13.18,11.69,7.422,,,,,,4.9,,,,,,,23.0,,21.25,19.5,15.73,,,,,,
1990-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,80.94,,48.788,30.045,25.67,,,,,,14.208,,,,,,,14.76,,12.91,10.73,7.703,,,,,,4.5,,,,,,,24.07,,21.53,20.51,16.05,,,,,,
1990-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,91.64,,89.721,75.342,77.75,,,,,,31.417,,,,,,,16.17,,11.05,10.09,7.61,,,,,,5.5,,,,,,,21.13,,15.81,16.68,12.1,,,,,,
1990-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,88.85,,73.179,58.575,57.247,,,,,,,,,,,,,15.65,,11.7,10.25,7.04,,,,,,,,,,,,,24.86,,17.43,16.77,14.31,,,,,,
1990-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,92.239,,72.842,59.124,55.85,,,,,,44.5,,,,,,,16.41,,11.03,10.81,6.927,,,,,,3.8,,,,,,,22.69,,16.84,16.87,14.21,,,,,,
1990-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,88.853,,75.592,69.705,70.263,,,,,,75.667,,,,,,,16.51,,10.9,10.63,6.916,,,,,,2.4,,,,,,,22.69,,16.86,15.22,11.47,,,,,,
1990-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,83.534,,74.833,63.728,63.823,,,,,,86.833,,,,,,,16.59,,10.55,10.12,7.445,,,,,,3.0,,,,,,,23.94,,17.65,16.18,12.71,,,,,,
1990-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,85.172,,62.688,55.664,58.804,,,,,,76.083,,,,,,,15.46,,11.02,10.94,8.595,,,,,,3.7,,,,,,,23.04,,19.17,17.65,14.45,,,,,,11.4
1990-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,86.33,,55.9,49.415,50.9,,,,,,62.5,,,,,,,15.2,,11.69,11.07,7.906,,,,,,3.3,,,,,,,23.07,,,17.56,15.14,,,,,,13.0
1990-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,86.453,,67.6,46.263,40.231,,,,,,,,,,,,,15.84,,10.77,10.76,8.523,,,,,,,,,,,,,22.89,,17.62,16.81,14.48,,,,,,
1990-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,87.792,,61.533,44.329,42.594,,,,,,61.792,,,,,,,15.64,,10.43,10.96,8.682,,,,,,4.0,,,,,,,23.01,,,17.7,14.87,,,,,,12.9
1990-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,84.924,,51.225,26.598,26.071,,,,,,28.25,,,,,,,15.09,,10.64,11.85,9.042,,,,,,5.1,,,,,,,22.67,,18.25,19.0,14.6,,,,,,15.7
1990-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,84.085,,64.817,46.156,36.189,,,,,,31.25,,,,,,,15.59,,10.71,11.25,8.587,,,,,,6.4,,,,,,,24.67,,17.64,17.45,15.58,,,,,,16.0
1990-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,88.345,,72.571,53.62,30.788,,,,,,17.917,,,,,,,15.62,,11.6,10.06,7.775,,,,,,8.3,,,,,,,23.52,,18.96,20.31,17.55,,,,,,
1990-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,83.414,,45.45,34.952,20.673,,,,,,19.75,,,,,,,15.98,,12.68,10.89,9.45,,,,,,8.2,,,,,,,24.5,,19.51,18.84,15.86,,,,,,19.7
1990-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,81.703,,72.342,51.775,37.861,,,,,,30.542,,,,,,,15.12,,8.744,9.806,9.114,,,,,,6.5,,,,,,,23.99,,16.19,14.56,14.17,,,,,,15.2
1990-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,72.949,,57.558,37.394,24.945,,,,,,31.0,,,,,,,14.8,,6.937,8.633,7.07,,,,,,5.2,,,,,,,24.05,,16.03,15.93,13.61,,,,,,13.8
1990-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,76.846,,60.342,38.04,19.174,,,,,,12.417,,,,,,,14.65,,8.833,9.081,7.992,,,,,,5.3,,,,,,,24.11,,15.98,17.34,13.64,,,,,,15.5
1990-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,82.056,,86.238,68.029,59.008,,,,,,36.583,,,,,,,15.09,,8.587,8.897,6.536,,,,,,6.7,,,,,,,23.51,,16.69,17.05,14.58,,,,,,
1990-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,84.246,,74.225,64.583,65.11,,,,,,48.125,,,,,,,17.64,,11.99,11.7,8.511,,,,,,4.8,,,,,,,25.58,,19.87,18.8,15.1,,,,,,
1990-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,80.562,,59.512,55.957,55.282,,,,,,,,,,,,,17.49,,13.58,10.37,7.956,,,,,,,,,,,,,26.18,,19.51,18.44,13.26,,,,,,
1990-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,85.654,,41.729,34.181,37.27,,,,,,36.792,,,,,,,16.65,,13.4,10.86,7.931,,,,,,4.7,,,,,,,25.39,,20.87,19.38,14.53,,,,,,
1990-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,83.715,,45.083,36.972,38.356,,,,,,42.167,,,,,,,16.18,,12.94,9.478,6.927,,,,,,4.1,,,,,,,23.92,,19.66,18.43,13.73,,,,,,
1990-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,79.787,,50.512,39.689,24.662,,,,,,32.917,,,,,,,15.48,,9.406,7.938,6.555,,,,,,3.5,,,,,,,24.62,,18.71,16.9,13.11,,,,,,
1990-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,80.799,,87.35,66.364,25.779,,,,,,,,,,,,,15.66,,9.17,8.496,7.621,,,,,,,,,,,,,23.59,,16.53,15.11,15.04,,,,,,
1990-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,85.57,,83.663,75.19,51.495,,,,,,54.417,,,,,,,15.75,,9.165,9.197,6.77,,,,,,5.0,,,,,,,24.36,,18.02,15.82,14.93,,,,,,
1990-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,88.87,,70.337,60.578,46.015,,,,,,58.625,,,,,,,17.04,,9.711,8.453,6.444,,,,,,3.5,,,,,,,24.0,,18.22,17.12,13.5,,,,,,
1990-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,82.194,,57.054,49.038,46.963,,,,,,32.125,,,,,,,15.39,,9.956,8.93,6.049,,,,,,3.0,,,,,,,24.87,,18.52,17.29,12.32,,,,,,
1990-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,79.901,,63.008,38.93,29.354,,,,,,27.542,,,,,,,15.21,,8.859,9.276,5.992,,,,,,5.1,,,,,,,23.84,,17.73,17.08,12.91,,,,,,
1990-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,82.132,,86.133,64.567,56.488,,,,,,33.333,,,,,,,15.66,,6.974,9.214,6.181,,,,,,3.3,,,,,,,23.73,,16.77,14.15,13.21,,,,,,
1990-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,85.561,,84.288,70.712,67.324,,,,,,39.5,,,,,,,16.39,,10.35,9.731,7.284,,,,,,3.6,,,,,,,25.18,,18.27,18.29,13.87,,,,,,
1990-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,83.56,,77.567,70.141,65.062,,,,,,63.75,,,,,,,16.61,,10.46,9.91,7.164,,,,,,4.7,,,,,,,24.23,,18.1,18.6,14.74,,,,,,
1990-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,83.648,,77.929,65.711,63.962,,,,,,,,,,,,,16.21,,11.98,9.13,7.444,,,,,,4.3,,,,,,,25.12,,18.93,17.11,13.86,,,,,,
1990-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,83.28,,86.442,57.77,50.578,,,,,,,,,,,,,16.01,,6.78,8.773,6.742,,,,,,3.3,,,,,,,26.46,,16.59,17.75,13.64,,,,,,
1990-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,82.913,,81.379,53.327,34.573,,,,,,,,,,,,,16.57,,8.808,9.672,6.985,,,,,,,,,,,,,23.77,,16.74,16.56,14.86,,,,,,
1990-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,73.55,,60.483,44.585,42.662,,,,,,,,,,,,,16.06,,8.893,9.987,6.798,,,,,,,,,,,,,25.05,,16.81,15.58,13.32,,,,,,
1990-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,71.79,,48.713,,18.432,,,,,,25.75,,,,,,,14.71,,8.676,,8.793,,,,,,4.4,,,,,,,24.7,,17.71,,15.92,,,,,,
1990-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,76.842,,60.275,,19.479,,,,,,52.833,,,,,,,15.2,,8.786,,7.95,,,,,,4.8,,,,,,,23.49,,15.81,,15.81,,,,,,
1990-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,83.66,,71.938,65.001,48.872,,,,,,58.375,,,,,,,16.12,,8.915,9.258,7.21,,,,,,3.7,,,,,,,23.9,,17.61,15.56,13.64,,,,,,12.6
1990-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,86.061,,56.604,41.165,40.416,,,,,,,,,,,,,16.53,,8.973,9.443,7.825,,,,,,,,,,,,,25.23,,,17.73,13.71,,,,,,
1990-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,85.159,,63.85,57.467,53.916,,,,,,49.125,,,,,,,16.82,,10.18,10.6,7.281,,,,,,3.3,,,,,,,23.67,,18.2,18.18,13.98,,,,,,13.4
